match_group_id,in_CDHES,in_UN_TRC,in_UN_TRC_2,in_Rescate,date,geocode,perp1,perp2
6298,0,0,0,1,1987-09-01,61000,ARMY,UNKNOWN
6299,0,0,0,1,1988-06-16,131000,ARMY,UNKNOWN
6300,0,0,0,1,1989-11-11,61000,UNKNOWN,UNKNOWN
6301,0,0,0,1,1985-07-05,71500,ARMY,UNKNOWN
6302,0,0,0,1,1988-06-17,60300,OTHER,UNKNOWN
6303,0,0,0,1,1980-01-18,100000,ARMY,UNKNOWN
6304,0,0,0,1,1984-03-08,10000,OTHER,OTHER
6305,0,0,0,1,1990-06-07,60100,UNKNOWN,UNKNOWN
6306,0,0,0,1,1990-11-25,61800,UNKNOWN,UNKNOWN
6307,0,0,0,1,1982-06-20,60100,OTHER,UNKNOWN
6308,0,0,0,1,1986-12-02,60600,UNKNOWN,UNKNOWN
6309,0,0,0,1,1981-07-01,60600,ARMY,UNKNOWN
6310,0,0,0,1,1980-02-06,61500,UNKNOWN,UNKNOWN
6311,0,0,0,1,1982-10-07,60300,OTHER,UNKNOWN
6312,0,0,0,1,1981-01-01,100000,ARMY,UNKNOWN
6313,0,0,0,1,1982-06-22,60900,OTHER,UNKNOWN
6314,0,0,0,1,1982-06-03,20100,OTHER,UNKNOWN
6315,0,0,0,1,1983-11-13,61800,OTHER,UNKNOWN
6316,0,0,0,1,1990-01-09,43300,ARMY,UNKNOWN
6317,0,0,0,1,1988-06-26,131600,ARMY,UNKNOWN
6318,0,0,0,1,1983-08-02,61500,ARMY,UNKNOWN
6319,0,0,0,1,1982-03-19,60500,PARAMILITARY,UNKNOWN
6320,0,0,0,1,1981-09-09,20100,OTHER,UNKNOWN
6321,0,0,0,1,1986-04-22,60100,NATIONAL GUARD,UNKNOWN
6322,0,0,0,1,1984-04-25,50000,ARMY,UNKNOWN
6323,0,0,0,1,1989-11-12,61000,UNKNOWN,UNKNOWN
6324,0,0,0,1,1983-09-24,50100,OTHER,UNKNOWN
6325,0,0,0,1,1990-02-18,82000,ARMY,UNKNOWN
6326,0,0,0,1,1988-09-13,60100,ARMY,UNKNOWN
6327,0,0,0,1,1986-05-06,61000,UNKNOWN,UNKNOWN
6328,0,0,0,1,1988-09-13,60100,ARMY,UNKNOWN
6329,0,0,0,1,1988-09-13,60100,ARMY,UNKNOWN
6330,0,0,0,1,1983-04-09,60100,OTHER,UNKNOWN
6331,0,0,0,1,1989-04-22,111100,ARMY,UNKNOWN
6332,0,0,0,1,1990-05-06,60100,ARMY,UNKNOWN
6333,0,0,0,1,1989-04-09,60100,UNKNOWN,UNKNOWN
6334,0,0,0,1,1989-06-25,61800,UNKNOWN,UNKNOWN
6335,0,0,0,1,1986-10-02,61800,ARMY,UNKNOWN
6336,0,0,1,1,1983-03-17,50101,PARAMILITARY,UNKNOWN
6337,0,0,0,1,1982-04-19,20800,OTHER,UNKNOWN
6338,0,0,0,1,1989-11-14,50100,OTHER,UNKNOWN
6339,0,0,0,1,1989-04-11,110300,UNKNOWN,UNKNOWN
6340,0,0,0,1,1987-09-04,50200,UNKNOWN,UNKNOWN
6341,0,0,0,1,1984-03-18,41200,OTHER,UNKNOWN
6342,0,0,0,1,1983-03-05,30300,PARAMILITARY,UNKNOWN
6343,0,0,0,1,1988-10-29,20800,ARMY,UNKNOWN
6344,0,0,0,1,1987-05-26,90500,ARMY,UNKNOWN
6345,0,0,0,1,1984-01-31,20000,OTHER,UNKNOWN
6346,0,0,0,1,1984-05-15,120100,OTHER,UNKNOWN
6347,0,0,0,1,1989-09-06,61100,ARMY,UNKNOWN
6348,0,0,0,1,1986-03-05,41800,ARMY,UNKNOWN
6349,0,0,0,1,1988-07-18,41300,ARMY,UNKNOWN
6350,0,0,0,1,1988-07-18,41300,ARMY,UNKNOWN
6351,0,0,0,1,1988-04-22,131400,UNKNOWN,UNKNOWN
6352,0,0,0,1,1988-04-21,61100,UNKNOWN,UNKNOWN
6353,0,0,0,1,1985-06-05,71500,UNKNOWN,UNKNOWN
6354,0,0,0,1,1982-04-30,60100,OTHER,UNKNOWN
6355,0,0,0,1,1988-11-03,50100,OTHER,UNKNOWN
6356,0,0,0,1,1986-07-18,121900,ARMY,UNKNOWN
6357,0,0,0,1,1983-09-14,60100,OTHER,UNKNOWN
6358,0,0,0,1,1988-01-19,110900,ARMY,UNKNOWN
6359,0,0,0,1,1989-09-13,50100,ARMY,UNKNOWN
6360,0,0,0,1,1986-07-20,140000,UNKNOWN,UNKNOWN
6361,0,0,0,1,1981-11-03,140100,UNKNOWN,UNKNOWN
6362,0,0,0,1,1982-08-10,61100,PARAMILITARY,UNKNOWN
6363,0,0,0,1,1980-11-11,60100,NATIONAL GUARD,UNKNOWN
6364,0,0,0,1,1987-06-02,120700,OTHER,UNKNOWN
6365,0,0,0,1,1985-10-30,70100,ARMY,UNKNOWN
6366,0,0,0,1,1980-11-28,50100,OTHER,UNKNOWN
6367,0,0,0,1,1989-11-11,61000,UNKNOWN,UNKNOWN
6368,0,0,0,1,1989-11-11,60500,UNKNOWN,UNKNOWN
6369,0,0,0,1,1990-01-29,50100,TREASURY POLICE,UNKNOWN
6370,0,0,0,1,1982-03-09,51000,ARMY,UNKNOWN
6371,0,0,0,1,1981-03-02,60100,NATIONAL POLICE,UNKNOWN
6372,0,0,0,1,1989-09-15,110600,ARMY,UNKNOWN
6373,0,0,0,1,1990-01-29,50100,ARMY,UNKNOWN
6374,0,0,0,1,1988-04-25,61500,ARMY,UNKNOWN
6375,0,0,0,1,1989-08-28,60100,UNKNOWN,UNKNOWN
6376,0,0,0,1,1980-12-30,70100,ARMY,UNKNOWN
6377,0,0,0,1,1982-08-30,61400,OTHER,UNKNOWN
6378,0,0,0,1,1980-02-09,60100,UNKNOWN,UNKNOWN
6379,0,0,0,1,1990-01-05,20100,UNKNOWN,UNKNOWN
6380,0,0,0,1,1983-03-14,61800,OTHER,UNKNOWN
6381,0,0,0,1,1986-03-14,40500,UNKNOWN,UNKNOWN
6382,0,0,0,1,1981-12-26,130000,ARMY,UNKNOWN
6383,0,0,0,1,1983-08-23,20100,NATIONAL POLICE,UNKNOWN
6384,0,0,0,1,1985-06-26,70400,PARAMILITARY,UNKNOWN
6385,0,0,0,1,1988-06-25,41600,OTHER,UNKNOWN
6386,0,0,0,1,1983-06-24,50100,UNKNOWN,UNKNOWN
6387,0,0,0,1,1988-08-04,131700,OTHER,UNKNOWN
6388,0,0,0,1,1982-12-17,20300,ARMY,UNKNOWN
6389,0,0,0,1,1987-04-26,60600,OTHER,UNKNOWN
6390,0,0,0,1,1983-01-13,60100,OTHER,UNKNOWN
6391,0,0,0,1,1987-11-17,71600,ARMY,UNKNOWN
6392,0,0,0,1,1987-02-08,42000,ARMY,UNKNOWN
6393,0,0,0,1,1983-04-23,61400,UNKNOWN,UNKNOWN
6394,0,0,0,1,1986-03-19,41200,UNKNOWN,UNKNOWN
6395,0,0,0,1,1986-10-31,41500,ARMY,UNKNOWN
6396,0,0,0,1,1986-11-15,50400,UNKNOWN,UNKNOWN
6397,0,0,0,1,1989-01-22,130400,ARMY,UNKNOWN
6398,0,0,0,1,1986-06-14,60100,UNKNOWN,UNKNOWN
6399,0,0,0,1,1980-03-31,51200,ARMY,UNKNOWN
6400,0,0,0,1,1984-02-07,60200,TREASURY POLICE,UNKNOWN
6401,0,0,0,1,1983-03-17,20100,ARMY,UNKNOWN
6402,0,0,0,1,1984-08-04,50100,UNKNOWN,UNKNOWN
6403,0,0,0,1,1985-08-10,60100,UNKNOWN,UNKNOWN
6404,0,1,0,1,1980-07-16,60702,ARMY,ARMY
6405,0,0,0,1,1982-09-25,60100,OTHER,UNKNOWN
6406,0,0,0,1,1987-05-01,20100,OTHER,UNKNOWN
6407,0,0,0,1,1983-12-26,60100,UNKNOWN,UNKNOWN
6408,0,0,0,1,1981-05-09,60100,OTHER,UNKNOWN
6409,0,0,0,1,1981-05-10,50300,NATIONAL GUARD,UNKNOWN
6410,0,0,0,1,1988-11-28,61800,UNKNOWN,UNKNOWN
6411,0,0,0,1,1982-09-27,110100,ARMY,UNKNOWN
6412,0,0,0,1,1984-04-24,41800,ARMY,UNKNOWN
6413,0,0,0,1,1984-01-17,50500,PARAMILITARY,UNKNOWN
6414,0,0,0,1,1989-10-12,51600,UNKNOWN,UNKNOWN
6415,0,0,0,1,1990-03-31,71500,UNKNOWN,UNKNOWN
6416,0,0,0,1,1986-11-24,61400,OTHER,UNKNOWN
6417,0,0,0,1,1986-12-31,100800,OTHER,UNKNOWN
6418,0,0,0,1,1988-01-19,110900,ARMY,UNKNOWN
6419,0,0,0,1,1989-11-27,60600,UNKNOWN,UNKNOWN
6420,0,0,0,1,1983-07-01,130000,ARMY,UNKNOWN
6421,0,0,0,1,1982-08-25,60400,OTHER,UNKNOWN
6422,0,0,0,1,1988-08-22,60100,UNKNOWN,UNKNOWN
6423,0,0,0,1,1983-12-01,60000,NATIONAL POLICE,UNKNOWN
6424,0,0,0,1,1989-07-26,60100,UNKNOWN,UNKNOWN
6425,0,0,0,1,1983-06-06,70900,NATIONAL POLICE,UNKNOWN
6426,0,0,0,1,1988-09-03,131600,ARMY,UNKNOWN
6427,0,0,0,1,1982-06-01,60100,ARMY,UNKNOWN
6428,0,0,0,1,1984-03-30,50000,ARMY,UNKNOWN
6429,0,0,0,1,1988-04-27,130100,NATIONAL POLICE,UNKNOWN
6430,0,0,0,1,1987-10-12,52200,UNKNOWN,UNKNOWN
6431,0,0,0,1,1988-03-18,120100,ARMY,UNKNOWN
6432,0,0,0,1,1986-12-03,60100,UNKNOWN,UNKNOWN
6433,0,0,0,1,1989-05-20,41800,ARMY,UNKNOWN
6434,0,0,0,1,1983-02-25,71500,ARMY,UNKNOWN
6435,0,0,0,1,1989-11-29,60100,UNKNOWN,UNKNOWN
6436,0,0,0,1,1990-06-18,51200,OTHER,UNKNOWN
6437,0,0,0,1,1990-10-16,130000,ARMY,UNKNOWN
6438,0,0,0,1,1983-12-18,60000,OTHER,UNKNOWN
6439,0,0,0,1,1989-11-01,60100,ARMY,UNKNOWN
6440,0,0,0,1,1989-11-30,60100,OTHER,UNKNOWN
6441,0,0,0,1,1982-07-23,50000,OTHER,UNKNOWN
6442,0,0,0,1,1983-04-25,20100,UNKNOWN,UNKNOWN
6443,0,0,0,1,1983-01-30,60100,NATIONAL POLICE,UNKNOWN
6444,0,0,0,1,1983-09-08,61100,OTHER,UNKNOWN
6445,0,0,0,1,1983-11-04,71500,ARMY,ARMY
6446,0,0,0,1,1986-08-01,60600,UNKNOWN,UNKNOWN
6447,0,0,0,1,1990-01-16,21000,OTHER,UNKNOWN
6448,0,0,0,1,1982-07-25,70700,PARAMILITARY,UNKNOWN
6449,0,0,0,1,1983-07-29,60900,ARMY,UNKNOWN
6450,0,0,0,1,1986-05-12,110300,ARMY,UNKNOWN
6451,0,0,0,1,1983-09-11,50100,UNKNOWN,UNKNOWN
6452,0,0,0,1,1982-07-27,60100,PARAMILITARY,ARMY
6453,0,0,0,1,1988-01-15,20100,UNKNOWN,UNKNOWN
6454,0,0,0,1,1989-11-25,20300,NATIONAL GUARD,UNKNOWN
6455,0,0,0,1,1983-04-27,60100,OTHER,UNKNOWN
6456,0,0,0,1,1986-11-20,61100,ARMY,UNKNOWN
6457,0,0,0,1,1985-09-13,61500,UNKNOWN,UNKNOWN
6458,0,0,0,1,1989-11-10,60100,UNKNOWN,UNKNOWN
6459,0,0,0,1,1986-01-20,61800,UNKNOWN,UNKNOWN
6460,0,0,0,1,1984-01-01,110900,NATIONAL GUARD,UNKNOWN
6461,0,0,0,1,1989-01-06,61500,PARAMILITARY,ARMY
6462,0,0,0,1,1980-11-11,60100,NATIONAL GUARD,UNKNOWN
6463,0,0,0,1,1986-07-09,80100,UNKNOWN,UNKNOWN
6464,0,0,0,1,1987-01-03,110400,UNKNOWN,UNKNOWN
6465,0,0,0,1,1981-06-06,60100,OTHER,UNKNOWN
6466,0,0,0,1,1989-07-25,50000,ARMY,UNKNOWN
6467,0,0,0,1,1984-11-27,61000,ARMY,UNKNOWN
6468,0,0,0,1,1988-07-27,110300,ARMY,UNKNOWN
6469,0,0,0,1,1984-05-26,110500,ARMY,UNKNOWN
6470,0,0,0,1,1987-06-08,61800,OTHER,UNKNOWN
6471,0,0,0,1,1984-01-19,60100,UNKNOWN,UNKNOWN
6472,0,0,0,1,1988-06-19,131000,ARMY,UNKNOWN
6473,0,0,0,1,1989-09-22,60100,UNKNOWN,UNKNOWN
6474,0,0,0,1,1986-04-18,110900,ARMY,UNKNOWN
6475,0,0,0,1,1982-06-01,100000,UNKNOWN,UNKNOWN
6476,0,0,0,1,1986-10-17,120700,ARMY,UNKNOWN
6477,0,0,0,1,1983-02-01,60600,OTHER,UNKNOWN
6478,0,0,0,1,1990-12-04,70100,UNKNOWN,UNKNOWN
6479,0,0,0,1,1982-07-17,60100,UNKNOWN,UNKNOWN
6480,0,0,0,1,1982-09-06,20100,OTHER,UNKNOWN
6481,0,0,0,1,1982-09-07,60100,ARMY,UNKNOWN
6482,0,0,0,1,1986-03-01,41800,UNKNOWN,UNKNOWN
6483,0,0,0,1,1986-03-01,41800,UNKNOWN,UNKNOWN
6484,0,0,0,1,1985-04-30,71500,ARMY,UNKNOWN
6485,0,1,0,1,1986-11-09,60300,UNKNOWN,UNKNOWN
6486,0,0,0,1,1989-04-09,61000,ARMY,UNKNOWN
6487,0,0,0,1,1990-04-29,61100,UNKNOWN,UNKNOWN
6488,0,0,0,1,1990-10-19,80600,UNKNOWN,UNKNOWN
6489,0,0,0,1,1981-04-01,101100,ARMY,UNKNOWN
6490,0,0,0,1,1988-09-13,60100,ARMY,UNKNOWN
6491,0,0,0,1,1981-01-01,41600,ARMY,UNKNOWN
6492,0,0,0,1,1989-12-19,50400,UNKNOWN,UNKNOWN
6493,0,0,0,1,1985-06-16,41800,ARMY,UNKNOWN
6494,0,0,0,1,1982-11-15,60900,OTHER,UNKNOWN
6495,0,0,0,1,1981-10-07,51000,ARMY,UNKNOWN
6496,0,0,0,1,1983-04-10,100100,PARAMILITARY,UNKNOWN
6497,0,0,0,1,1989-01-24,60100,UNKNOWN,UNKNOWN
6498,0,0,1,1,1983-11-25,100800,UNKNOWN,UNKNOWN
6499,0,0,0,1,1989-06-27,60900,UNKNOWN,UNKNOWN
6500,0,1,0,1,1982-01-11,40101,ARMY,UNKNOWN
6501,0,0,0,1,1984-01-15,61800,UNKNOWN,UNKNOWN
6502,0,0,0,1,1981-01-15,60100,UNKNOWN,UNKNOWN
6503,0,0,0,1,1986-03-05,41800,ARMY,UNKNOWN
6504,0,0,0,1,1985-06-05,71500,UNKNOWN,UNKNOWN
6505,0,0,0,1,1990-07-13,60100,UNKNOWN,UNKNOWN
6506,0,0,0,1,1989-11-15,60100,NATIONAL GUARD,UNKNOWN
6507,0,0,0,1,1982-05-01,60400,ARMY,UNKNOWN
6508,0,0,0,1,1986-12-12,51300,UNKNOWN,UNKNOWN
6509,0,0,0,1,1989-08-18,60100,UNKNOWN,UNKNOWN
6510,0,0,0,1,1984-04-13,60100,NATIONAL POLICE,UNKNOWN
6511,0,0,0,1,1983-07-02,50100,OTHER,UNKNOWN
6512,0,0,0,1,1990-05-30,50000,UNKNOWN,UNKNOWN
6513,0,0,0,1,1989-04-17,111000,ARMY,UNKNOWN
6514,0,0,0,1,1983-12-04,60100,UNKNOWN,UNKNOWN
6515,0,0,0,1,1989-11-28,60600,OTHER,UNKNOWN
6516,0,0,0,1,1990-04-12,131000,ARMY,UNKNOWN
6517,0,0,0,1,1990-09-30,70100,UNKNOWN,UNKNOWN
6518,0,0,0,1,1984-04-16,60100,OTHER,UNKNOWN
6519,0,0,0,1,1983-06-20,60100,OTHER,UNKNOWN
6520,0,0,0,1,1989-11-20,60600,UNKNOWN,UNKNOWN
6521,0,0,0,1,1986-03-14,40500,UNKNOWN,UNKNOWN
6522,0,0,0,1,1986-03-14,40500,UNKNOWN,UNKNOWN
6523,0,0,0,1,1986-03-14,40500,UNKNOWN,UNKNOWN
6524,0,0,0,1,1989-07-08,61800,UNKNOWN,UNKNOWN
6525,0,0,0,1,1984-12-01,112000,UNKNOWN,UNKNOWN
6526,0,0,0,1,1988-05-01,132200,ARMY,UNKNOWN
6527,0,0,0,1,1983-11-02,20000,ARMY,UNKNOWN
6528,0,0,0,1,1989-01-17,101100,ARMY,UNKNOWN
6529,0,0,0,1,1983-02-03,61000,OTHER,UNKNOWN
6530,0,0,0,1,1989-11-11,60900,UNKNOWN,UNKNOWN
6531,0,0,0,1,1989-12-17,131500,ARMY,UNKNOWN
6532,0,0,0,1,1986-04-23,42800,ARMY,UNKNOWN
6533,0,0,0,1,1989-11-30,60100,OTHER,UNKNOWN
6534,0,0,0,1,1987-02-12,60100,OTHER,UNKNOWN
6535,0,0,0,1,1982-10-30,61800,NATIONAL POLICE,UNKNOWN
6536,0,0,0,1,1989-04-09,60100,UNKNOWN,UNKNOWN
6537,0,0,0,1,1981-04-11,60100,UNKNOWN,UNKNOWN
6538,0,0,0,1,1990-08-18,60600,UNKNOWN,UNKNOWN
6539,0,0,0,1,1987-12-15,110900,UNKNOWN,UNKNOWN
6540,0,0,0,1,1989-10-03,51700,ARMY,UNKNOWN
6541,0,0,0,1,1984-12-07,60000,UNKNOWN,UNKNOWN
6542,0,0,0,1,1989-04-30,60100,UNKNOWN,UNKNOWN
6543,0,0,0,1,1986-06-18,50100,UNKNOWN,UNKNOWN
6544,0,0,0,1,1986-03-23,41200,UNKNOWN,UNKNOWN
6545,0,0,0,1,1986-03-23,41200,UNKNOWN,UNKNOWN
6546,0,0,0,1,1986-03-27,40500,ARMY,UNKNOWN
6547,0,0,0,1,1983-05-07,81700,UNKNOWN,UNKNOWN
6548,0,0,0,1,1986-10-08,41500,UNKNOWN,UNKNOWN
6549,0,0,0,1,1986-02-03,41800,UNKNOWN,UNKNOWN
6550,0,0,0,1,1981-05-21,100200,NATIONAL GUARD,UNKNOWN
6551,0,0,0,1,1988-12-02,61500,UNKNOWN,UNKNOWN
6552,0,0,0,1,1989-11-27,61000,UNKNOWN,UNKNOWN
6553,0,0,0,1,1980-11-11,60100,NATIONAL GUARD,UNKNOWN
6554,0,0,0,1,1989-07-22,120600,ARMY,UNKNOWN
6555,0,0,0,1,1982-07-13,70000,ARMY,UNKNOWN
6556,0,0,0,1,1983-07-21,50100,OTHER,UNKNOWN
6557,0,0,0,1,1987-01-30,60100,UNKNOWN,UNKNOWN
6558,0,0,0,1,1989-04-17,111000,ARMY,UNKNOWN
6559,0,0,0,1,1983-06-04,61000,NATIONAL POLICE,UNKNOWN
6560,0,0,0,1,1987-09-16,60600,OTHER,UNKNOWN
6561,0,0,0,1,1984-10-20,71500,UNKNOWN,UNKNOWN
6562,0,0,0,1,1983-01-08,60100,OTHER,UNKNOWN
6563,0,0,0,1,1989-09-14,61800,UNKNOWN,UNKNOWN
6564,0,0,0,1,1984-11-26,80100,PARAMILITARY,UNKNOWN
6565,0,0,0,1,1985-04-28,41200,ARMY,UNKNOWN
6566,0,0,0,1,1983-01-25,61800,OTHER,UNKNOWN
6567,0,0,0,1,1985-04-29,41200,ARMY,UNKNOWN
6568,0,0,0,1,1984-05-28,60100,UNKNOWN,UNKNOWN
6569,0,0,0,1,1989-11-29,60100,NATIONAL POLICE,UNKNOWN
6570,0,0,0,1,1985-04-01,60100,UNKNOWN,UNKNOWN
6571,0,0,0,1,1983-03-29,51000,ARMY,UNKNOWN
6572,0,0,0,1,1989-05-19,60600,UNKNOWN,UNKNOWN
6573,0,0,0,1,1983-09-06,61800,OTHER,UNKNOWN
6574,0,0,0,1,1983-02-24,60800,UNKNOWN,UNKNOWN
6575,0,0,0,1,1981-07-23,60100,UNKNOWN,UNKNOWN
6576,0,0,0,1,1989-11-29,60100,UNKNOWN,UNKNOWN
6577,0,0,0,1,1983-02-25,71500,ARMY,UNKNOWN
6578,0,0,0,1,1983-02-25,71500,ARMY,UNKNOWN
6579,0,0,0,1,1988-06-26,130000,ARMY,UNKNOWN
6580,0,0,0,1,1981-07-23,60200,NATIONAL GUARD,UNKNOWN
6581,0,1,1,1,1983-02-25,71528,ARMY,UNKNOWN
6582,0,0,0,1,1983-02-25,71500,ARMY,UNKNOWN
6583,0,0,0,1,1982-10-29,60600,OTHER,UNKNOWN
6584,0,0,0,1,1986-03-19,41200,UNKNOWN,UNKNOWN
6585,0,0,0,1,1988-12-24,60900,UNKNOWN,UNKNOWN
6586,0,0,0,1,1989-12-17,61000,UNKNOWN,UNKNOWN
6587,0,0,0,1,1988-01-11,40300,ARMY,ARMY
6588,0,0,0,1,1990-05-06,131000,ARMY,UNKNOWN
6589,0,0,0,1,1989-03-12,60100,UNKNOWN,UNKNOWN
6590,0,0,0,1,1989-11-06,51300,OTHER,UNKNOWN
6591,0,0,0,1,1989-05-23,101100,UNKNOWN,UNKNOWN
6592,0,0,0,1,1989-03-15,120700,UNKNOWN,UNKNOWN
6593,0,0,0,1,1990-05-09,60100,UNKNOWN,UNKNOWN
6594,0,0,0,1,1983-11-23,60100,OTHER,UNKNOWN
6595,0,0,0,1,1983-09-10,61800,OTHER,UNKNOWN
6596,0,0,0,1,1988-09-14,60100,ARMY,UNKNOWN
6597,0,0,0,1,1990-11-01,60100,UNKNOWN,UNKNOWN
6598,0,0,0,1,1983-01-31,71500,UNKNOWN,UNKNOWN
6599,0,0,0,1,1987-03-16,80100,ARMY,UNKNOWN
6600,0,0,0,1,1988-06-05,10000,OTHER,UNKNOWN
6601,0,0,0,1,1986-10-06,60100,UNKNOWN,UNKNOWN
6602,0,0,0,1,1983-07-30,60100,OTHER,UNKNOWN
6603,0,0,0,1,1981-05-10,51000,UNKNOWN,UNKNOWN
6604,0,0,0,1,1982-07-28,60000,OTHER,UNKNOWN
6605,0,0,0,1,1989-11-10,60300,UNKNOWN,UNKNOWN
6606,0,0,0,1,1983-07-17,61100,OTHER,UNKNOWN
6607,0,0,0,1,1986-08-09,61500,ARMY,UNKNOWN
6608,0,0,0,1,1989-01-02,61200,UNKNOWN,UNKNOWN
6609,0,0,0,1,1982-05-05,60100,OTHER,UNKNOWN
6610,0,0,0,1,1985-07-23,61000,UNKNOWN,UNKNOWN
6611,0,0,0,1,1986-06-23,60100,UNKNOWN,UNKNOWN
6612,0,0,0,1,1989-07-22,131400,UNKNOWN,UNKNOWN
6613,0,0,0,1,1989-12-06,80100,ARMY,UNKNOWN
6614,0,0,0,1,1986-05-16,60100,UNKNOWN,UNKNOWN
6615,0,0,0,1,1989-12-06,61400,PARAMILITARY,UNKNOWN
6616,0,0,0,1,1988-06-13,60500,ARMY,UNKNOWN
6617,0,0,0,1,1989-12-08,60100,UNKNOWN,UNKNOWN
6618,0,0,0,1,1987-01-03,110400,UNKNOWN,UNKNOWN
6619,0,0,0,1,1989-11-16,60100,ARMY,UNKNOWN
6620,0,0,0,1,1981-02-28,60300,TREASURY POLICE,UNKNOWN
6621,0,0,0,1,1983-07-23,50100,OTHER,UNKNOWN
6622,0,0,0,1,1987-12-29,60100,UNKNOWN,UNKNOWN
6623,0,0,0,1,1986-10-13,30200,UNKNOWN,UNKNOWN
6624,0,0,0,1,1981-06-08,30100,OTHER,UNKNOWN
6625,0,0,0,1,1985-07-05,71500,ARMY,UNKNOWN
6626,0,0,0,1,1988-04-25,61400,OTHER,UNKNOWN
6627,0,0,0,1,1990-02-13,41700,UNKNOWN,UNKNOWN
6628,0,0,0,1,1982-10-06,50300,ARMY,UNKNOWN
6629,0,0,0,1,1986-11-04,110900,UNKNOWN,UNKNOWN
6630,0,0,0,1,1986-11-04,110900,UNKNOWN,UNKNOWN
6631,0,0,0,1,1988-04-26,131700,ARMY,UNKNOWN
6632,0,0,0,1,1983-06-22,100000,ARMY,UNKNOWN
6633,0,0,0,1,1986-01-11,71500,UNKNOWN,UNKNOWN
6634,0,0,0,1,1989-12-13,60300,ARMY,UNKNOWN
6635,0,0,0,1,1988-06-20,131000,ARMY,UNKNOWN
6636,0,0,0,1,1988-10-15,61800,UNKNOWN,UNKNOWN
6637,0,0,0,1,1983-05-12,60100,OTHER,UNKNOWN
6638,0,0,0,1,1990-01-07,60100,ARMY,UNKNOWN
6639,0,0,0,1,1988-04-14,60100,UNKNOWN,UNKNOWN
6640,0,0,0,1,1983-11-17,60000,UNKNOWN,UNKNOWN
6641,0,0,1,1,1989-11-11,60101,ARMY,UNKNOWN
6642,0,0,1,1,1987-11-17,70505,UNKNOWN,UNKNOWN
6643,0,0,0,1,1986-07-15,51300,OTHER,UNKNOWN
6644,0,0,0,1,1989-08-03,61800,UNKNOWN,UNKNOWN
6645,0,0,0,1,1989-02-13,40200,ARMY,UNKNOWN
6646,0,0,0,1,1988-09-13,60100,ARMY,UNKNOWN
6647,0,0,0,1,1989-11-30,60100,OTHER,UNKNOWN
6648,0,0,0,1,1988-07-05,60100,UNKNOWN,UNKNOWN
6649,0,0,0,1,1988-02-04,111600,UNKNOWN,UNKNOWN
6650,0,0,0,1,1987-04-08,61800,UNKNOWN,UNKNOWN
6651,0,0,0,1,1983-06-12,30300,OTHER,UNKNOWN
6652,0,0,0,1,1983-05-18,41800,ARMY,UNKNOWN
6653,0,0,1,1,1984-03-16,60100,TREASURY POLICE,UNKNOWN
6654,0,0,0,1,1986-09-12,60000,UNKNOWN,UNKNOWN
6655,0,0,0,1,1982-02-28,50300,ARMY,UNKNOWN
6656,0,0,0,1,1985-11-24,120100,OTHER,UNKNOWN
6657,0,0,1,1,1983-09-27,50101,OTHER,UNKNOWN
6658,0,0,0,1,1989-07-01,50400,UNKNOWN,UNKNOWN
6659,0,0,0,1,1987-09-06,41000,ARMY,UNKNOWN
6660,0,0,0,1,1988-07-16,61500,ARMY,UNKNOWN
6661,0,0,0,1,1988-10-30,60100,UNKNOWN,UNKNOWN
6662,0,0,0,1,1989-11-19,60600,UNKNOWN,UNKNOWN
6663,0,0,0,1,1985-11-08,61800,OTHER,UNKNOWN
6664,0,0,0,1,1984-06-03,61800,UNKNOWN,UNKNOWN
6665,0,0,1,1,1986-07-18,121901,ARMY,UNKNOWN
6666,0,0,0,1,1982-08-09,60100,TREASURY POLICE,UNKNOWN
6667,0,0,0,1,1989-01-03,51300,UNKNOWN,UNKNOWN
6668,0,0,0,1,1989-12-06,61000,UNKNOWN,UNKNOWN
6669,0,0,0,1,1983-10-23,80100,ARMY,UNKNOWN
6670,0,0,0,1,1990-01-27,40900,UNKNOWN,UNKNOWN
6671,0,0,0,1,1990-05-30,10000,ARMY,ARMY
6672,0,0,0,1,1990-05-30,50000,UNKNOWN,UNKNOWN
6673,0,0,0,1,1987-05-11,60200,UNKNOWN,UNKNOWN
6674,0,0,0,1,1984-10-20,71500,UNKNOWN,UNKNOWN
6675,0,0,0,1,1989-04-18,61500,ARMY,UNKNOWN
6676,0,0,0,1,1988-05-28,50100,UNKNOWN,UNKNOWN
6677,0,0,0,1,1987-11-28,60100,UNKNOWN,UNKNOWN
6678,0,0,0,1,1984-04-16,61800,UNKNOWN,UNKNOWN
6679,0,0,0,1,1990-04-18,20100,UNKNOWN,UNKNOWN
6680,0,0,0,1,1987-07-02,40800,ARMY,UNKNOWN
6681,0,0,0,1,1989-02-08,61000,UNKNOWN,UNKNOWN
6682,0,0,0,1,1989-09-19,130100,UNKNOWN,UNKNOWN
6683,0,0,0,1,1989-02-28,61800,UNKNOWN,UNKNOWN
6684,0,0,0,1,1982-06-20,60100,OTHER,UNKNOWN
6685,0,0,0,1,1983-01-11,60600,NATIONAL GUARD,UNKNOWN
6686,0,0,0,1,1989-04-22,111100,ARMY,UNKNOWN
6687,0,0,0,1,1986-09-24,60800,ARMY,UNKNOWN
6688,0,0,0,1,1988-04-27,60100,UNKNOWN,UNKNOWN
