match_group_id,in_CDHES,in_UN_TRC,in_UN_TRC_2,in_Rescate,date,geocode,perp1,perp2
1,1,0,1,1,1988-08-09,60307,ARMY,UNKNOWN
2,1,0,0,1,1982-12-05,100800,UNKNOWN,UNKNOWN
3,1,0,0,0,1980-03-25,131600,UNKNOWN,UNKNOWN
4,1,0,0,0,1986-02-01,111300,UNKNOWN,UNKNOWN
5,1,0,0,0,1981-06-18,111700,UNKNOWN,UNKNOWN
6,1,0,0,1,1987-02-03,51300,PARAMILITARY,UNKNOWN
7,1,0,0,0,1981-07-01,111100,ARMY,UNKNOWN
8,1,1,1,0,1980-04-26,61500,UNKNOWN,UNKNOWN
9,1,1,0,0,1980-10-03,60100,DEATH SQUAD,UNKNOWN
10,1,0,0,0,1983-03-14,71500,UNKNOWN,UNKNOWN
11,1,0,0,0,1991-07-18,80100,UNKNOWN,UNKNOWN
12,1,0,0,0,1987-05-20,121200,UNKNOWN,UNKNOWN
13,1,0,0,0,1986-02-01,111300,UNKNOWN,UNKNOWN
14,1,1,0,0,1980-10-03,60302,DEATH SQUAD,UNKNOWN
15,1,0,1,0,1980-04-08,41604,NATIONAL GUARD,UNKNOWN
16,1,0,0,0,1988-04-19,110400,UNKNOWN,UNKNOWN
17,1,0,0,0,1985-06-01,71500,DEATH SQUAD,UNKNOWN
18,1,0,0,0,1992-05-11,52200,UNKNOWN,UNKNOWN
19,1,0,0,0,1980-07-30,111100,ARMY,UNKNOWN
20,1,0,1,0,1991-07-18,80134,ARMY,UNKNOWN
21,1,0,0,0,1980-07-01,111900,DEATH SQUAD,UNKNOWN
22,1,0,0,0,1981-05-21,100500,ARMY,UNKNOWN
23,1,0,0,0,1982-01-25,101100,ARMY,UNKNOWN
24,1,0,0,0,1980-11-10,61000,UNKNOWN,UNKNOWN
25,1,0,0,0,1981-06-18,111700,UNKNOWN,UNKNOWN
26,1,0,0,0,1991-05-18,10000,UNKNOWN,UNKNOWN
27,1,0,0,1,1988-02-11,121500,ARMY,UNKNOWN
28,1,0,0,0,1981-07-01,100500,OTHER,UNKNOWN
29,1,0,0,0,1986-02-01,111300,UNKNOWN,UNKNOWN
30,1,0,0,0,1980-07-01,101000,NATIONAL GUARD,UNKNOWN
31,1,0,0,0,1986-06-24,111100,ARMY,UNKNOWN
32,1,0,0,0,1981-02-15,111600,ARMY,UNKNOWN
33,1,0,0,0,1980-11-01,111100,ARMY,UNKNOWN
34,1,0,0,0,1991-09-05,60800,UNKNOWN,UNKNOWN
35,1,0,0,0,1987-08-09,60100,UNKNOWN,UNKNOWN
36,1,0,1,1,1987-02-03,51304,DEATH SQUAD,UNKNOWN
37,1,1,0,0,1984-10-04,43312,OTHER,UNKNOWN
38,1,0,0,0,1980-04-28,60000,UNKNOWN,UNKNOWN
39,1,0,1,0,1980-10-03,60101,DEATH SQUAD,UNKNOWN
40,1,0,0,0,1989-07-01,101100,NATIONAL GUARD,UNKNOWN
41,1,0,0,0,1983-04-09,90100,DEATH SQUAD,UNKNOWN
42,1,0,0,0,1980-06-29,70100,UNKNOWN,UNKNOWN
43,1,0,0,0,1980-04-08,60100,DEATH SQUAD,UNKNOWN
44,1,0,0,0,1981-07-01,110900,UNKNOWN,UNKNOWN
45,1,0,0,0,1987-05-30,60000,TREASURY POLICE,UNKNOWN
46,1,1,0,0,1980-02-17,41200,ARMY,UNKNOWN
47,1,0,0,0,1981-07-01,120100,ARMY,UNKNOWN
48,1,0,0,0,1982-02-16,111100,ARMY,UNKNOWN
49,1,0,0,0,1980-01-18,60100,NATIONAL GUARD,UNKNOWN
50,1,0,0,0,1990-12-09,110500,UNKNOWN,UNKNOWN
51,1,0,1,1,1982-12-26,60608,DEATH SQUAD,UNKNOWN
52,1,1,0,0,1980-04-26,61500,UNKNOWN,UNKNOWN
53,1,0,0,0,1987-08-09,60100,ARMY,UNKNOWN
54,1,0,0,0,1981-06-23,60700,UNKNOWN,UNKNOWN
55,1,0,1,0,1982-04-22,60101,NATIONAL GUARD,UNKNOWN
56,1,0,1,0,1985-02-09,60100,NATIONAL GUARD,UNKNOWN
57,1,0,0,0,1990-06-05,61400,UNKNOWN,UNKNOWN
58,1,0,0,0,1980-07-01,82100,PARAMILITARY,UNKNOWN
59,1,0,0,0,1980-01-18,60100,UNKNOWN,UNKNOWN
60,1,0,0,0,1990-12-28,100800,PARAMILITARY,UNKNOWN
61,1,0,0,0,1980-04-26,61500,UNKNOWN,UNKNOWN
62,1,0,1,0,1980-04-01,112201,UNKNOWN,UNKNOWN
63,1,0,0,0,1980-01-01,111900,DEATH SQUAD,UNKNOWN
64,1,1,0,0,1983-04-27,60101,DEATH SQUAD,UNKNOWN
65,1,0,0,0,1980-07-20,110600,UNKNOWN,UNKNOWN
66,1,1,1,0,1982-04-18,130705,ARMY,UNKNOWN
67,1,0,1,0,1987-05-20,121504,ARMY,UNKNOWN
68,1,0,0,1,1987-10-26,61000,DEATH SQUAD,UNKNOWN
69,1,0,0,0,1981-12-09,130600,UNKNOWN,UNKNOWN
70,1,0,1,0,1981-07-26,110940,ARMY,UNKNOWN
71,1,0,0,1,1983-10-13,61900,PARAMILITARY,UNKNOWN
72,1,0,0,0,1988-08-19,71500,NATIONAL POLICE,UNKNOWN
73,1,0,0,0,1988-12-13,100000,UNKNOWN,UNKNOWN
74,1,0,1,1,1989-02-02,60101,NATIONAL GUARD,UNKNOWN
75,1,0,0,0,1980-03-25,131600,NATIONAL GUARD,UNKNOWN
76,1,0,0,0,1981-06-18,111700,PARAMILITARY,UNKNOWN
77,1,0,0,0,1992-05-09,60300,UNKNOWN,UNKNOWN
78,1,0,1,0,1981-02-14,101124,NATIONAL GUARD,UNKNOWN
79,1,0,0,0,1980-05-12,41500,NATIONAL GUARD,UNKNOWN
80,1,0,0,0,1980-10-15,100200,ARMY,UNKNOWN
81,1,1,0,0,1980-07-07,70307,DEATH SQUAD,ARMY
82,1,0,0,0,1984-02-05,60600,UNKNOWN,UNKNOWN
83,1,0,0,0,1989-05-03,80300,UNKNOWN,UNKNOWN
84,1,0,0,0,1981-07-01,110900,PARAMILITARY,UNKNOWN
85,1,0,0,0,1983-07-01,111100,UNKNOWN,UNKNOWN
86,1,0,0,0,1980-10-26,101100,NATIONAL GUARD,UNKNOWN
87,1,0,0,0,1991-07-18,80100,UNKNOWN,UNKNOWN
88,1,0,0,0,1982-03-02,60000,DEATH SQUAD,UNKNOWN
89,1,0,0,0,1982-09-29,121500,ARMY,UNKNOWN
90,1,0,0,0,1983-07-01,111100,ARMY,UNKNOWN
91,1,0,0,0,1982-03-07,60600,DEATH SQUAD,UNKNOWN
92,1,0,1,0,1980-04-03,71509,NATIONAL GUARD,UNKNOWN
93,1,0,0,0,1981-12-15,120800,ARMY,UNKNOWN
94,1,0,1,1,1990-02-02,60607,ARMY,UNKNOWN
95,1,0,0,0,1991-09-24,140000,ARMY,UNKNOWN
96,1,0,0,0,1991-03-09,111900,ARMY,UNKNOWN
97,1,0,0,0,1989-10-10,60100,UNKNOWN,UNKNOWN
98,1,0,1,1,1988-08-04,120700,ARMY,UNKNOWN
99,1,0,0,0,1981-06-25,131900,TREASURY POLICE,UNKNOWN
100,1,0,0,0,1980-07-01,111600,PARAMILITARY,UNKNOWN
101,1,0,0,0,1980-07-01,101000,UNKNOWN,UNKNOWN
102,1,0,0,0,1980-08-20,100500,ARMY,UNKNOWN
103,1,0,0,0,1984-07-22,130300,UNKNOWN,UNKNOWN
104,1,0,0,0,1980-05-13,60800,ARMY,UNKNOWN
105,1,0,0,0,1982-05-21,80100,DEATH SQUAD,UNKNOWN
106,1,0,1,1,1987-09-17,60308,ARMY,UNKNOWN
107,1,1,0,0,1980-07-07,70307,PARAMILITARY,ARMY
108,1,0,0,0,1981-04-15,120800,PARAMILITARY,UNKNOWN
109,1,0,0,0,1984-06-01,90900,ARMY,UNKNOWN
110,1,0,0,0,1981-02-13,80100,UNKNOWN,UNKNOWN
111,1,0,0,0,1992-05-01,10800,UNKNOWN,UNKNOWN
112,1,0,0,0,1981-03-07,50500,NATIONAL GUARD,UNKNOWN
113,1,1,0,0,1982-04-18,130705,UNKNOWN,ARMY
114,1,0,0,0,1992-01-29,60100,DEATH SQUAD,UNKNOWN
115,1,0,0,0,1992-07-19,20300,UNKNOWN,UNKNOWN
116,1,0,0,1,1990-11-13,51900,ARMY,UNKNOWN
117,1,1,0,0,1987-10-03,80300,PARAMILITARY,UNKNOWN
118,1,1,1,0,1983-04-27,60101,NATIONAL GUARD,UNKNOWN
119,1,0,0,1,1989-10-10,60100,UNKNOWN,UNKNOWN
120,1,0,0,0,1981-02-15,111100,ARMY,UNKNOWN
121,1,0,0,0,1981-12-19,101100,ARMY,UNKNOWN
122,1,0,0,0,1980-06-15,110900,FMLN,UNKNOWN
123,1,0,0,0,1982-01-01,111600,DEATH SQUAD,UNKNOWN
124,1,0,0,0,1981-09-17,61000,UNKNOWN,UNKNOWN
125,1,0,0,0,1981-09-29,60700,UNKNOWN,UNKNOWN
126,1,0,1,0,1988-09-21,100808,ARMY,UNKNOWN
127,1,1,0,1,1989-08-06,40901,ARMY,UNKNOWN
128,1,0,1,0,1991-05-18,41806,ARMY,UNKNOWN
129,1,0,0,0,1985-07-01,111100,ARMY,UNKNOWN
130,1,0,1,0,1980-08-14,61000,NATIONAL POLICE,UNKNOWN
131,1,0,0,0,1981-07-16,60500,UNKNOWN,UNKNOWN
132,1,0,0,0,1986-02-01,111300,UNKNOWN,UNKNOWN
133,1,0,0,0,1980-09-22,110400,UNKNOWN,UNKNOWN
134,1,0,0,0,1980-07-01,101000,UNKNOWN,UNKNOWN
135,1,0,1,0,1991-01-31,60101,UNKNOWN,UNKNOWN
136,1,0,0,0,1992-05-13,61100,UNKNOWN,UNKNOWN
137,1,0,0,0,1983-08-08,131600,UNKNOWN,UNKNOWN
138,1,0,0,0,1982-08-27,50100,DEATH SQUAD,UNKNOWN
139,1,0,0,0,1992-03-21,60600,UNKNOWN,UNKNOWN
140,1,0,0,0,1988-01-07,120100,UNKNOWN,UNKNOWN
141,1,0,0,0,1982-09-08,61000,UNKNOWN,UNKNOWN
142,1,0,0,0,1986-08-15,43300,ARMY,UNKNOWN
143,1,0,0,0,1989-07-15,41200,ARMY,UNKNOWN
144,1,0,0,0,1990-03-25,60600,OTHER,UNKNOWN
145,1,0,1,0,1981-08-15,101003,UNKNOWN,UNKNOWN
146,1,1,1,1,1982-11-20,21301,ARMY,UNKNOWN
147,1,0,0,0,1981-07-01,100500,PARAMILITARY,UNKNOWN
148,1,0,0,0,1983-05-15,111100,ARMY,UNKNOWN
149,1,0,1,0,1987-12-15,50414,ARMY,UNKNOWN
150,1,0,0,0,1982-04-18,130700,UNKNOWN,UNKNOWN
151,1,0,0,0,1980-07-20,110600,UNKNOWN,UNKNOWN
152,1,0,0,0,1982-08-17,100500,UNKNOWN,UNKNOWN
153,1,0,0,0,1992-03-03,71500,UNKNOWN,UNKNOWN
154,1,0,0,0,1987-07-08,110900,UNKNOWN,UNKNOWN
155,1,0,0,0,1988-04-03,40200,OTHER,UNKNOWN
156,1,0,1,0,1980-04-01,112201,UNKNOWN,UNKNOWN
157,1,0,0,0,1980-05-13,60800,UNKNOWN,UNKNOWN
158,1,0,0,0,1981-08-09,20400,UNKNOWN,UNKNOWN
159,1,0,1,1,1987-04-15,111908,ARMY,UNKNOWN
160,1,0,0,0,1991-12-01,100100,ARMY,UNKNOWN
161,1,0,1,1,1989-07-02,61104,UNKNOWN,UNKNOWN
162,1,0,0,0,1982-10-22,120100,ARMY,UNKNOWN
163,1,0,0,0,1989-11-18,61800,ARMY,UNKNOWN
164,1,0,0,0,1981-02-15,111100,ARMY,UNKNOWN
165,1,0,1,0,1988-08-06,110509,ARMY,UNKNOWN
166,1,0,0,0,1981-01-21,61400,DEATH SQUAD,UNKNOWN
167,1,0,1,0,1982-04-18,130705,ARMY,UNKNOWN
168,1,0,1,0,1985-04-07,60101,DEATH SQUAD,UNKNOWN
169,1,1,0,0,1981-09-09,111702,UNKNOWN,UNKNOWN
170,1,0,1,1,1988-06-09,131505,ARMY,UNKNOWN
171,1,0,1,0,1982-01-25,101104,UNKNOWN,ARMY
172,1,0,0,0,1986-02-01,71500,NATIONAL GUARD,UNKNOWN
173,1,0,0,0,1981-10-18,61000,UNKNOWN,UNKNOWN
174,1,0,1,1,1983-03-14,71500,ARMY,UNKNOWN
175,1,0,0,0,1981-07-01,111100,UNKNOWN,UNKNOWN
176,1,0,0,0,1985-11-10,60100,TREASURY POLICE,UNKNOWN
177,1,0,0,0,1987-03-23,30800,UNKNOWN,UNKNOWN
178,1,0,0,0,1980-09-27,80000,NATIONAL GUARD,UNKNOWN
179,1,0,1,0,1986-02-14,111104,ARMY,UNKNOWN
180,1,0,1,0,1982-05-09,50107,DEATH SQUAD,UNKNOWN
181,1,0,1,1,1989-09-25,132503,ARMY,UNKNOWN
182,1,0,1,0,1981-08-15,101003,UNKNOWN,UNKNOWN
183,1,0,0,0,1983-02-15,40200,NATIONAL GUARD,UNKNOWN
184,1,0,1,1,1985-04-04,110101,UNKNOWN,UNKNOWN
185,1,0,1,1,1989-01-23,130306,ARMY,UNKNOWN
186,1,0,0,0,1983-02-15,40200,UNKNOWN,UNKNOWN
187,1,1,0,0,1980-10-12,60101,NATIONAL POLICE,UNKNOWN
188,1,0,0,0,1989-11-15,21300,ARMY,UNKNOWN
189,1,0,0,0,1991-02-15,111000,ARMY,UNKNOWN
190,1,1,0,0,1990-04-26,20301,ARMY,UNKNOWN
191,1,0,0,0,1983-03-25,31500,UNKNOWN,UNKNOWN
192,1,0,0,0,1985-07-30,50400,DEATH SQUAD,UNKNOWN
193,1,0,0,0,1980-07-07,70100,NATIONAL GUARD,UNKNOWN
194,1,0,0,0,1982-07-14,101100,ARMY,UNKNOWN
195,1,0,0,1,1983-06-15,50400,UNKNOWN,ARMY
196,1,0,0,0,1990-04-27,100500,ARMY,UNKNOWN
197,1,0,0,0,1986-02-01,111300,UNKNOWN,UNKNOWN
198,1,0,0,0,1980-04-26,61500,NATIONAL GUARD,UNKNOWN
199,1,0,0,0,1981-03-07,50500,UNKNOWN,UNKNOWN
200,1,0,0,0,1981-09-09,111500,UNKNOWN,UNKNOWN
201,1,0,0,1,1982-04-24,60600,UNKNOWN,UNKNOWN
202,1,0,0,0,1981-11-15,111100,ARMY,UNKNOWN
203,1,0,1,0,1988-09-21,100808,ARMY,ARMY
204,1,0,0,0,1982-01-30,60100,UNKNOWN,UNKNOWN
205,1,0,0,0,1987-05-17,120600,ARMY,UNKNOWN
206,1,1,1,1,1981-06-25,71525,ARMY,UNKNOWN
207,1,0,0,0,1987-07-08,110900,UNKNOWN,UNKNOWN
208,1,0,1,0,1981-04-29,60101,UNKNOWN,UNKNOWN
209,1,0,0,0,1981-09-29,60700,ARMY,UNKNOWN
210,1,0,1,0,1980-04-01,11201,ARMY,UNKNOWN
211,1,0,0,0,1982-11-06,110900,TREASURY POLICE,UNKNOWN
212,1,0,0,0,1982-01-25,101100,UNKNOWN,UNKNOWN
213,1,0,0,0,1981-09-29,60700,UNKNOWN,UNKNOWN
214,1,0,1,1,1988-09-21,100808,ARMY,UNKNOWN
215,1,0,0,0,1992-10-18,120000,ARMY,UNKNOWN
216,1,0,0,0,1981-04-15,100200,UNKNOWN,UNKNOWN
217,1,0,0,1,1990-12-17,51200,OTHER,UNKNOWN
218,1,0,0,0,1981-07-26,111100,ARMY,UNKNOWN
219,1,0,0,1,1984-04-03,71500,UNKNOWN,UNKNOWN
220,1,0,1,1,1985-10-12,60301,DEATH SQUAD,UNKNOWN
221,1,0,0,0,1980-10-23,61000,UNKNOWN,UNKNOWN
222,1,0,0,0,1983-10-15,71500,ARMY,UNKNOWN
223,1,0,0,0,1981-10-18,61000,UNKNOWN,UNKNOWN
224,1,0,0,0,1985-03-15,110300,UNKNOWN,UNKNOWN
225,1,0,0,0,1990-12-16,111600,ARMY,UNKNOWN
226,1,0,1,0,1981-08-15,101003,UNKNOWN,UNKNOWN
227,1,0,0,0,1991-12-12,61200,ARMY,UNKNOWN
228,1,1,0,0,1982-03-03,60808,DEATH SQUAD,UNKNOWN
229,1,0,0,0,1980-11-10,61000,UNKNOWN,UNKNOWN
230,1,0,0,0,1990-12-16,111600,ARMY,UNKNOWN
231,1,0,0,0,1981-01-30,20000,UNKNOWN,UNKNOWN
232,1,0,0,0,1982-05-12,61300,NATIONAL POLICE,UNKNOWN
233,1,0,0,0,1990-09-27,100900,ARMY,UNKNOWN
234,1,0,0,0,1989-02-14,30100,TREASURY POLICE,UNKNOWN
235,1,0,0,0,1980-06-26,60100,ARMY,UNKNOWN
236,1,0,0,0,1983-02-15,111100,ARMY,UNKNOWN
237,1,0,0,0,1984-04-29,120100,ARMY,UNKNOWN
238,1,0,0,0,1980-01-10,20800,ARMY,UNKNOWN
239,1,0,0,0,1980-10-01,131200,UNKNOWN,UNKNOWN
240,1,0,0,0,1990-11-15,111900,OTHER,UNKNOWN
241,1,1,1,0,1984-08-15,41301,ARMY,UNKNOWN
242,1,0,0,0,1980-04-07,120100,ARMY,UNKNOWN
243,1,0,0,0,1980-04-07,120100,OTHER,UNKNOWN
244,1,0,1,0,1980-11-13,70908,DEATH SQUAD,UNKNOWN
245,1,0,0,0,1981-07-01,111000,ARMY,UNKNOWN
246,1,0,0,0,1982-08-17,100500,UNKNOWN,UNKNOWN
247,1,0,0,0,1981-02-15,111600,UNKNOWN,UNKNOWN
248,1,0,1,1,1985-04-04,110101,UNKNOWN,UNKNOWN
249,1,1,0,0,1980-02-28,90912,DEATH SQUAD,UNKNOWN
250,1,0,0,0,1981-10-15,131600,ARMY,UNKNOWN
251,1,0,0,0,1980-08-20,100500,UNKNOWN,UNKNOWN
252,1,0,0,0,1987-07-08,110900,UNKNOWN,UNKNOWN
253,1,0,0,0,1980-12-25,60100,OTHER,UNKNOWN
254,1,1,0,1,1980-09-14,81113,PARAMILITARY,UNKNOWN
255,1,1,0,0,1980-09-01,40102,PARAMILITARY,UNKNOWN
256,1,0,0,0,1981-04-12,100100,DEATH SQUAD,UNKNOWN
257,1,0,0,0,1982-03-09,60100,UNKNOWN,UNKNOWN
258,1,0,0,0,1982-01-01,111600,UNKNOWN,UNKNOWN
259,1,0,0,0,1991-03-30,40300,ARMY,UNKNOWN
260,1,1,1,0,1980-04-26,61500,UNKNOWN,DEATH SQUAD
261,1,0,1,0,1983-05-27,110908,ARMY,UNKNOWN
262,1,0,0,0,1989-01-12,50000,ARMY,UNKNOWN
263,1,0,0,0,1989-04-25,121500,NATIONAL GUARD,UNKNOWN
264,1,0,0,0,1989-04-25,121500,UNKNOWN,UNKNOWN
265,1,0,1,1,1987-05-21,121504,ARMY,UNKNOWN
266,1,0,1,1,1987-05-21,121504,ARMY,UNKNOWN
267,1,0,0,0,1980-08-01,121900,NATIONAL GUARD,UNKNOWN
268,1,0,0,0,1980-01-04,61600,DEATH SQUAD,UNKNOWN
269,1,0,1,0,1985-04-04,110101,UNKNOWN,UNKNOWN
270,1,0,0,0,1981-02-14,80100,UNKNOWN,UNKNOWN
271,1,1,0,0,1980-09-23,90101,NATIONAL GUARD,UNKNOWN
272,1,0,0,0,1991-09-29,50400,OTHER,UNKNOWN
273,1,0,0,0,1982-03-07,60600,ARMY,UNKNOWN
274,1,0,0,0,1992-05-01,10800,NATIONAL POLICE,UNKNOWN
275,1,0,0,0,1991-04-08,111100,UNKNOWN,UNKNOWN
276,1,0,0,0,1981-04-07,61800,UNKNOWN,UNKNOWN
277,1,0,0,1,1982-08-22,100500,ARMY,UNKNOWN
278,1,0,0,0,1980-04-01,112200,UNKNOWN,UNKNOWN
279,1,0,0,1,1989-01-31,111900,ARMY,UNKNOWN
280,1,1,0,0,1980-04-17,120101,ARMY,UNKNOWN
281,1,0,0,0,1980-02-27,130000,ARMY,UNKNOWN
282,1,0,0,0,1980-01-17,60100,UNKNOWN,UNKNOWN
283,1,0,0,0,1980-06-19,10000,UNKNOWN,UNKNOWN
284,1,0,1,0,1982-01-30,60608,DEATH SQUAD,UNKNOWN
285,1,0,0,1,1989-05-31,60100,UNKNOWN,OTHER
286,1,0,0,0,1987-04-08,80100,UNKNOWN,UNKNOWN
287,1,0,0,0,1984-03-25,132300,ARMY,UNKNOWN
288,1,0,0,0,1981-03-15,60100,UNKNOWN,UNKNOWN
289,1,0,1,0,1986-01-06,111001,ARMY,UNKNOWN
290,1,0,0,0,1981-07-26,111000,ARMY,UNKNOWN
291,1,0,0,0,1982-11-18,112000,ARMY,UNKNOWN
292,1,1,0,0,1980-06-19,90912,ARMY,UNKNOWN
293,1,0,0,0,1980-10-24,132300,UNKNOWN,UNKNOWN
294,1,1,0,0,1981-08-03,110933,DEATH SQUAD,UNKNOWN
295,1,1,0,0,1980-06-19,90912,UNKNOWN,UNKNOWN
296,1,0,0,0,1980-05-29,101100,ARMY,UNKNOWN
297,1,0,0,0,1981-04-07,61800,TREASURY POLICE,UNKNOWN
298,1,0,1,1,1982-06-18,60101,DEATH SQUAD,UNKNOWN
299,1,0,0,0,1986-07-05,111600,ARMY,UNKNOWN
300,1,0,0,0,1991-01-09,30700,ARMY,UNKNOWN
301,1,0,0,0,1981-03-15,110900,NATIONAL POLICE,UNKNOWN
302,1,0,0,0,1980-10-24,131500,UNKNOWN,UNKNOWN
303,1,0,0,0,1988-04-03,40200,UNKNOWN,UNKNOWN
304,1,0,0,0,1988-04-03,40200,FMLN,UNKNOWN
305,1,0,0,0,1988-04-30,61100,TREASURY POLICE,UNKNOWN
306,1,0,1,0,1981-09-09,111700,UNKNOWN,UNKNOWN
307,1,0,0,0,1986-12-02,131200,UNKNOWN,UNKNOWN
308,1,0,1,0,1981-10-02,60101,UNKNOWN,UNKNOWN
309,1,0,1,1,1986-08-06,81804,ARMY,UNKNOWN
310,1,1,1,0,1984-08-15,41301,ARMY,UNKNOWN
311,1,0,1,0,1980-12-02,110916,UNKNOWN,UNKNOWN
312,1,0,1,0,1980-12-02,110916,ARMY,UNKNOWN
313,1,0,0,0,1981-02-14,80100,UNKNOWN,UNKNOWN
314,1,0,0,0,1980-07-30,11000,PARAMILITARY,UNKNOWN
315,1,0,0,0,1992-03-21,60600,UNKNOWN,UNKNOWN
316,1,0,1,0,1981-09-09,111702,UNKNOWN,UNKNOWN
317,1,0,1,0,1982-01-05,60101,NATIONAL GUARD,UNKNOWN
318,1,0,0,0,1981-02-09,71500,ARMY,UNKNOWN
319,1,0,0,0,1990-12-12,41600,ARMY,UNKNOWN
320,1,0,0,0,1980-12-14,100500,PARAMILITARY,UNKNOWN
321,1,0,0,0,1982-04-24,60600,FMLN,UNKNOWN
322,1,0,1,1,1990-07-23,60502,DEATH SQUAD,UNKNOWN
323,1,0,0,0,1990-08-21,60200,DEATH SQUAD,UNKNOWN
324,1,0,0,0,1980-10-24,131500,UNKNOWN,UNKNOWN
325,1,0,0,0,1987-07-26,51300,ARMY,UNKNOWN
326,1,0,0,0,1980-05-12,61400,DEATH SQUAD,UNKNOWN
327,1,0,0,0,1980-05-13,60800,UNKNOWN,UNKNOWN
328,1,0,1,0,1987-08-09,60101,ARMY,UNKNOWN
329,1,0,0,0,1992-03-22,51200,DEATH SQUAD,UNKNOWN
330,1,0,0,0,1982-08-13,60100,NATIONAL POLICE,UNKNOWN
331,1,0,0,0,1980-10-24,131500,UNKNOWN,UNKNOWN
332,1,0,0,0,1982-08-13,60100,DEATH SQUAD,UNKNOWN
333,1,1,1,0,1990-12-05,70901,FMLN,UNKNOWN
334,1,0,1,0,1989-03-07,132405,ARMY,UNKNOWN
335,1,0,0,0,1986-02-01,111300,UNKNOWN,UNKNOWN
336,1,0,0,1,1989-07-22,120600,ARMY,UNKNOWN
337,1,0,0,0,1981-03-07,50500,UNKNOWN,UNKNOWN
338,1,0,0,0,1984-06-10,100500,UNKNOWN,UNKNOWN
339,1,0,0,0,1981-08-03,110900,UNKNOWN,UNKNOWN
340,1,0,0,0,1984-07-21,71500,UNKNOWN,UNKNOWN
341,1,0,0,0,1981-05-06,60100,UNKNOWN,UNKNOWN
342,1,0,0,0,1992-08-03,20100,DEATH SQUAD,UNKNOWN
343,1,0,0,0,1981-02-14,80100,UNKNOWN,UNKNOWN
344,1,0,0,0,1986-07-01,110900,DEATH SQUAD,UNKNOWN
345,1,0,1,0,1988-09-21,100808,UNKNOWN,UNKNOWN
346,1,0,0,0,1981-04-15,100200,UNKNOWN,UNKNOWN
347,1,0,1,0,1988-09-21,100808,ARMY,UNKNOWN
348,1,0,0,0,1982-04-05,120800,UNKNOWN,UNKNOWN
349,1,0,0,0,1980-04-01,111600,UNKNOWN,UNKNOWN
350,1,0,0,0,1987-07-08,110900,UNKNOWN,UNKNOWN
351,1,0,0,0,1980-04-01,112200,UNKNOWN,UNKNOWN
352,1,0,1,0,1980-04-01,112201,ARMY,UNKNOWN
353,1,0,1,0,1980-04-01,112201,ARMY,UNKNOWN
354,1,0,0,0,1982-04-18,130700,UNKNOWN,UNKNOWN
355,1,0,0,0,1984-06-13,60100,NATIONAL POLICE,UNKNOWN
356,1,0,0,0,1982-01-25,101100,UNKNOWN,UNKNOWN
357,1,0,0,0,1987-05-15,60300,NATIONAL GUARD,UNKNOWN
358,1,0,0,0,1991-06-15,81400,UNKNOWN,UNKNOWN
359,1,0,0,0,1982-11-18,112000,PARAMILITARY,UNKNOWN
360,1,0,1,0,1981-10-18,61001,UNKNOWN,UNKNOWN
361,1,0,0,0,1990-01-15,90100,ARMY,UNKNOWN
362,1,0,0,0,1982-02-16,111100,ARMY,UNKNOWN
363,1,0,1,0,1982-04-18,130705,ARMY,UNKNOWN
364,1,0,0,0,1986-07-05,111600,ARMY,UNKNOWN
365,1,0,0,0,1991-12-21,61900,ARMY,UNKNOWN
366,1,0,0,0,1980-02-07,120100,OTHER,UNKNOWN
367,1,0,1,0,1981-06-26,61201,UNKNOWN,UNKNOWN
368,1,0,0,0,1985-01-01,90000,UNKNOWN,UNKNOWN
369,1,0,0,0,1982-01-01,111100,ARMY,UNKNOWN
370,1,0,1,1,1987-09-17,60308,ARMY,UNKNOWN
371,1,0,0,0,1989-11-18,61800,UNKNOWN,UNKNOWN
372,1,0,0,0,1980-07-23,61000,ARMY,UNKNOWN
373,1,0,0,0,1989-12-30,61300,UNKNOWN,UNKNOWN
374,1,0,0,0,1984-02-14,100500,DEATH SQUAD,UNKNOWN
375,1,0,0,0,1982-01-30,60100,OTHER,UNKNOWN
376,1,0,1,1,1982-11-18,61003,DEATH SQUAD,UNKNOWN
377,1,1,1,0,1982-04-18,130705,ARMY,UNKNOWN
378,1,0,1,1,1983-01-11,110101,NATIONAL GUARD,UNKNOWN
379,1,0,1,0,1989-05-03,80300,UNKNOWN,UNKNOWN
380,1,0,0,0,1992-05-31,20100,ARMY,UNKNOWN
381,1,0,0,0,1982-02-25,60100,ARMY,UNKNOWN
382,1,0,0,0,1991-08-20,90200,ARMY,UNKNOWN
383,1,1,0,0,1989-12-02,20822,FMLN,UNKNOWN
384,1,0,1,0,1981-09-09,111702,UNKNOWN,UNKNOWN
385,1,0,0,0,1981-08-03,110900,PARAMILITARY,UNKNOWN
386,1,0,1,0,1981-04-07,61801,UNKNOWN,UNKNOWN
387,1,0,0,0,1987-08-03,71500,ARMY,UNKNOWN
388,1,1,0,0,1980-06-19,90912,UNKNOWN,UNKNOWN
389,1,0,0,0,1980-11-01,10000,UNKNOWN,UNKNOWN
390,1,0,0,0,1986-01-25,61000,UNKNOWN,UNKNOWN
391,1,0,1,0,1981-09-09,111702,ARMY,UNKNOWN
392,1,0,0,0,1984-04-27,71500,UNKNOWN,UNKNOWN
393,1,0,1,0,1981-09-09,111702,UNKNOWN,UNKNOWN
